location,county_fips,activity,human_cases,neuro_cases,blood_donor_cases,year
"WV, Upshur",54097,Non-human activity,0.0,0.0,0.0,2024
"WV, Wayne",54099,Non-human activity,0.0,0.0,0.0,2024
"WV, Webster",54101,Human infections and non-human activity,1.0,1.0,0.0,2024
"WV, Wetzel",54103,Non-human activity,0.0,0.0,0.0,2024
"WV, Wirt",54105,Non-human activity,0.0,0.0,0.0,2024
"WV, Wood",54107,Human infections and non-human activity,3.0,3.0,0.0,2024
"WV, Wyoming",54109,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Adams",55001,Human infections and non-human activity,2.0,1.0,1.0,2024
"WI, Ashland",55003,Human infections and non-human activity,1.0,0.0,1.0,2024
"WI, Bayfield",55007,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Brown",55009,Human infections and non-human activity,17.0,14.0,5.0,2024
"WI, Buffalo",55011,Human infections and non-human activity,2.0,2.0,0.0,2024
"WI, Burnett",55013,Human infections and non-human activity,1.0,0.0,1.0,2024
"WI, Calumet",55015,Human infections and non-human activity,5.0,3.0,0.0,2024
"WI, Chippewa",55017,Human infections and non-human activity,4.0,2.0,0.0,2024
"WI, Columbia",55021,Non-human activity,0.0,0.0,0.0,2024
"WI, Crawford",55023,Human infections and non-human activity,2.0,2.0,1.0,2024
"WI, Dodge",55027,Human infections and non-human activity,7.0,6.0,3.0,2024
"WI, Door",55029,Non-human activity,0.0,0.0,0.0,2024
"WI, Douglas",55031,Human infections and non-human activity,4.0,3.0,0.0,2024
"WI, Florence",55037,Non-human activity,0.0,0.0,0.0,2024
"WI, Fond Du Lac",55039,Human infections and non-human activity,7.0,6.0,1.0,2024
"WI, Forest",55041,Non-human activity,0.0,0.0,0.0,2024
"WI, Green",55045,Human infections and non-human activity,3.0,3.0,0.0,2024
"WI, Iowa",55049,Human infections and non-human activity,3.0,2.0,1.0,2024
"WI, Iron",55051,Non-human activity,0.0,0.0,0.0,2024
"WI, Jackson",55053,Human infections and non-human activity,0.0,0.0,1.0,2024
"WI, Jefferson",55055,Human infections and non-human activity,16.0,9.0,6.0,2024
"WI, Kenosha",55059,Human infections and non-human activity,10.0,6.0,2.0,2024
"WI, Kewaunee",55061,Human infections and non-human activity,2.0,2.0,0.0,2024
"WI, Langlade",55067,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Lincoln",55069,Human infections and non-human activity,2.0,1.0,1.0,2024
"WI, Manitowoc",55071,Human infections and non-human activity,6.0,4.0,1.0,2024
"WI, Marathon",55073,Human infections and non-human activity,7.0,4.0,1.0,2024
"WI, Marinette",55075,Human infections and non-human activity,2.0,2.0,1.0,2024
"WI, Marquette",55077,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Menominee",55078,Non-human activity,0.0,0.0,0.0,2024
"WI, Monroe",55081,Human infections and non-human activity,2.0,2.0,0.0,2024
"WI, Oconto",55083,Human infections and non-human activity,3.0,3.0,0.0,2024
"WI, Oneida",55085,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Outagamie",55087,Human infections and non-human activity,10.0,9.0,1.0,2024
"WI, Pierce",55093,Human infections and non-human activity,1.0,0.0,1.0,2024
"WI, Price",55099,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Racine",55101,Human infections and non-human activity,12.0,4.0,6.0,2024
"WI, Richland",55103,Human infections and non-human activity,1.0,0.0,0.0,2024
"WI, Sauk",55111,Human infections and non-human activity,1.0,1.0,0.0,2024
"WI, Sawyer",55113,Human infections and non-human activity,2.0,2.0,0.0,2024
"WI, Sheboygan",55117,Human infections and non-human activity,4.0,3.0,1.0,2024
"WI, Taylor",55119,Human infections and non-human activity,0.0,0.0,1.0,2024
"WI, Vernon",55123,Human infections and non-human activity,1.0,0.0,0.0,2024
"WI, Vilas",55125,Human infections and non-human activity,1.0,1.0,2.0,2024
"WI, Washburn",55129,Non-human activity,0.0,0.0,0.0,2024
"WI, Washington",55131,Human infections and non-human activity,5.0,2.0,3.0,2024
"WI, Waupaca",55135,Non-human activity,0.0,0.0,0.0,2024
"WI, Waushara",55137,Non-human activity,0.0,0.0,0.0,2024
"WI, Winnebago",55139,Human infections and non-human activity,7.0,1.0,2.0,2024
"WY, Big Horn",56003,Human infections and non-human activity,10.0,3.0,2.0,2024
"WY, Campbell",56005,Human infections and non-human activity,93.0,26.0,5.0,2024
"WY, Crook",56011,Human infections and non-human activity,17.0,4.0,0.0,2024
"WY, Niobrara",56027,Human infections and non-human activity,4.0,1.0,1.0,2024
"WY, Platte",56031,Human infections and non-human activity,82.0,16.0,2.0,2024
"WY, Sublette",56035,Human infections and non-human activity,2.0,0.0,0.0,2024
"WY, Teton",56039,Human infections and non-human activity,1.0,1.0,1.0,2024
"WY, Uinta",56041,Human infections and non-human activity,2.0,2.0,0.0,2024
"WY, Weston",56045,Human infections and non-human activity,20.0,4.0,2.0,2024
"PR, Arroyo",72015,Non-human activity,0.0,0.0,0.0,2024
"PR, Bayamon",72021,Non-human activity,0.0,0.0,0.0,2024
"PR, Cabo Rojo",72023,Non-human activity,0.0,0.0,0.0,2024
"PR, Caguas",72025,Human infections,0.0,0.0,1.0,2024
"PR, Carolina",72031,Human infections,0.0,0.0,1.0,2024
"PR, Ceiba",72037,Non-human activity,0.0,0.0,0.0,2024
"PR, Fajardo",72053,Non-human activity,0.0,0.0,0.0,2024
"PR, Gurabo",72063,Human infections and non-human activity,0.0,0.0,1.0,2024
"PR, Humacao Municipality",72069,Non-human activity,0.0,0.0,0.0,2024
"PR, Lares",72081,Non-human activity,0.0,0.0,0.0,2024
"PR, Mayaguez",72097,Non-human activity,0.0,0.0,0.0,2024
"PR, Rio Grande",72119,Non-human activity,0.0,0.0,0.0,2024
"PR, San German",72125,Non-human activity,0.0,0.0,0.0,2024
"PR, San Juan",72127,Human infections,1.0,1.0,1.0,2024
"PR, San Lorenzo",72129,Human infections,0.0,0.0,1.0,2024
"PR, Trujillo Alto",72139,Non-human activity,0.0,0.0,0.0,2024
"AL, Baldwin",1003,Human infections,1.0,1.0,0.0,2024
"AL, Butler",1013,Human infections,1.0,1.0,1.0,2024
"AL, Calhoun",1015,Human infections and non-human activity,1.0,1.0,0.0,2024
"AL, Cullman",1043,Human infections,1.0,1.0,0.0,2024
"AL, Houston",1069,Human infections,0.0,0.0,1.0,2024
"AL, Jefferson",1073,Human infections,3.0,3.0,0.0,2024
"AL, Macon",1087,Non-human activity,0.0,0.0,0.0,2024
"AL, Mobile",1097,Human infections and non-human activity,8.0,6.0,0.0,2024
"AL, Montgomery",1101,Human infections,3.0,1.0,0.0,2024
"AL, Perry",1105,Human infections,1.0,1.0,0.0,2024
"AL, Pike",1109,Human infections,0.0,0.0,1.0,2024
"AL, Tuscaloosa",1125,Human infections,1.0,1.0,1.0,2024
"AZ, Apache",4001,Human infections,1.0,1.0,0.0,2024
"AZ, Cochise",4003,Non-human activity,0.0,0.0,0.0,2024
"AZ, Maricopa",4013,Human infections and non-human activity,54.0,36.0,16.0,2024
"AZ, Navajo",4017,Human infections,1.0,1.0,0.0,2024
"AZ, Pima",4019,Human infections,1.0,1.0,0.0,2024
"AZ, Pinal",4021,Human infections and non-human activity,3.0,3.0,0.0,2024
"AR, Craighead",5031,Human infections,1.0,1.0,0.0,2024
"AR, Dallas",5039,Human infections,1.0,1.0,0.0,2024
"AR, Faulkner",5045,Human infections,2.0,2.0,0.0,2024
"AR, Johnson",5071,Human infections,1.0,1.0,0.0,2024
"AR, Lafayette",5073,Human infections,1.0,1.0,0.0,2024
"AR, Lawrence",5075,Human infections,1.0,0.0,0.0,2024
"AR, Miller",5091,Human infections,1.0,1.0,0.0,2024
"AR, Mississippi",5093,Human infections,2.0,2.0,0.0,2024
"AR, Pulaski",5119,Human infections,7.0,6.0,0.0,2024
"AR, Saline",5125,Human infections,1.0,1.0,0.0,2024
"AR, Union",5139,Human infections,1.0,0.0,0.0,2024
"AR, Washington",5143,Non-human activity,0.0,0.0,0.0,2024
"CA, Alameda",6001,Non-human activity,0.0,0.0,0.0,2024
"CA, Butte",6007,Human infections and non-human activity,3.0,2.0,0.0,2024
"CA, Colusa",6011,Non-human activity,0.0,0.0,0.0,2024
"CA, Contra Costa",6013,Non-human activity,0.0,0.0,0.0,2024
"CA, Fresno",6019,Human infections and non-human activity,8.0,8.0,2.0,2024
"CA, Imperial",6025,Non-human activity,0.0,0.0,0.0,2024
"CA, Inyo",6027,Non-human activity,0.0,0.0,0.0,2024
"CA, Kern",6029,Human infections and non-human activity,13.0,13.0,2.0,2024
"CA, Kings",6031,Human infections and non-human activity,7.0,6.0,0.0,2024
"CA, Lake",6033,Non-human activity,0.0,0.0,0.0,2024
"CA, Los Angeles",6037,Human infections and non-human activity,4.0,4.0,4.0,2024
"CA, Madera",6039,Human infections and non-human activity,0.0,0.0,1.0,2024
"CA, Merced",6047,Human infections and non-human activity,1.0,1.0,1.0,2024
"CA, Nevada",6057,Human infections,1.0,0.0,0.0,2024
"CA, Orange",6059,Non-human activity,0.0,0.0,0.0,2024
"CA, Placer",6061,Human infections and non-human activity,6.0,6.0,0.0,2024
"CA, Riverside",6065,Non-human activity,0.0,0.0,0.0,2024
"CA, Sacramento",6067,Human infections and non-human activity,2.0,2.0,0.0,2024
"CA, San Bernardino",6071,Non-human activity,0.0,0.0,0.0,2024
"CA, San Diego",6073,Non-human activity,0.0,0.0,0.0,2024
"CA, San Joaquin",6077,Human infections and non-human activity,3.0,3.0,0.0,2024
"CA, Santa Barbara",6083,Non-human activity,0.0,0.0,0.0,2024
"CA, Santa Clara",6085,Non-human activity,0.0,0.0,0.0,2024
"CA, Shasta",6089,Non-human activity,0.0,0.0,0.0,2024
"CA, Solano",6095,Non-human activity,0.0,0.0,0.0,2024
"CA, Sonoma",6097,Non-human activity,0.0,0.0,0.0,2024
"CA, Stanislaus",6099,Human infections and non-human activity,2.0,2.0,0.0,2024
"CA, Sutter",6101,Human infections and non-human activity,1.0,0.0,0.0,2024
"CA, Tulare",6107,Human infections and non-human activity,13.0,13.0,1.0,2024
"CA, Tuolumne",6109,Human infections,2.0,1.0,0.0,2024
"CA, Ventura",6111,Non-human activity,0.0,0.0,0.0,2024
"CA, Yolo",6113,Human infections and non-human activity,1.0,1.0,0.0,2024
"CA, Yuba",6115,Non-human activity,0.0,0.0,0.0,2024
"CO, Adams",8001,Human infections and non-human activity,27.0,18.0,6.0,2024
"CO, Arapahoe",8005,Human infections and non-human activity,18.0,11.0,4.0,2024
"CO, Bent",8011,Human infections,1.0,1.0,0.0,2024
"CO, Boulder",8013,Human infections and non-human activity,37.0,19.0,1.0,2024
"CO, Broomfield",8014,Human infections,10.0,3.0,0.0,2024
"CO, Delta",8029,Human infections and non-human activity,6.0,3.0,0.0,2024
"CO, Denver",8031,Human infections and non-human activity,25.0,17.0,5.0,2024
"CO, Douglas",8035,Human infections,7.0,5.0,1.0,2024
"CO, El Paso",8041,Human infections,3.0,0.0,0.0,2024
"CO, Fremont",8043,Human infections,4.0,3.0,0.0,2024
"CO, Jefferson",8059,Human infections and non-human activity,21.0,14.0,2.0,2024
"CO, Kit Carson",8063,Human infections,2.0,1.0,0.0,2024
"CO, La Plata",8067,Human infections,3.0,1.0,0.0,2024
"CO, Larimer",8069,Human infections and non-human activity,53.0,16.0,9.0,2024
"CO, Logan",8075,Human infections,3.0,1.0,0.0,2024
"CO, Mesa",8077,Human infections and non-human activity,1.0,0.0,0.0,2024
"CO, Montrose",8085,Human infections,9.0,6.0,2.0,2024
"CO, Morgan",8087,Human infections,3.0,2.0,1.0,2024
"CO, Otero",8089,Human infections,4.0,1.0,0.0,2024
"CO, Pueblo",8101,Human infections,4.0,3.0,0.0,2024
"CO, Rio Grande",8105,Human infections,1.0,1.0,0.0,2024
"CO, Summit",8117,Human infections,1.0,0.0,0.0,2024
"CO, Teller",8119,Human infections,1.0,0.0,1.0,2024
"CO, Washington",8121,Human infections,1.0,0.0,0.0,2024
"CO, Weld",8123,Human infections and non-human activity,33.0,15.0,5.0,2024
"CT, Capitol",9110,Human infections and non-human activity,0.0,0.0,1.0,2024
"CT, Greater Bridgeport",9120,Human infections and non-human activity,0.0,0.0,2.0,2024
"CT, Lower Connecticut River Valley",9130,Non-human activity,0.0,0.0,0.0,2024
"CT, Naugatuck Valley",9140,Non-human activity,0.0,0.0,0.0,2024
"CT, South Central Connecticut",9170,Human infections and non-human activity,1.0,0.0,0.0,2024
"CT, Southeastern Connecticut",9180,Human infections and non-human activity,1.0,1.0,0.0,2024
"CT, Western Connecticut",9190,Human infections and non-human activity,3.0,3.0,1.0,2024
"DE, Kent",10001,Non-human activity,0.0,0.0,0.0,2024
"DE, New Castle",10003,Human infections and non-human activity,2.0,1.0,0.0,2024
"DE, Sussex",10005,Human infections and non-human activity,1.0,1.0,0.0,2024
"DC, Washington",11001,Human infections and non-human activity,4.0,4.0,2.0,2024
"FL, Alachua",12001,Non-human activity,0.0,0.0,0.0,2024
"FL, Bay",12005,Non-human activity,0.0,0.0,0.0,2024
"FL, Brevard",12009,Non-human activity,0.0,0.0,0.0,2024
"FL, Charlotte",12015,Non-human activity,0.0,0.0,0.0,2024
"FL, Citrus",12017,Non-human activity,0.0,0.0,0.0,2024
"FL, Clay",12019,Human infections,1.0,1.0,0.0,2024
"FL, Duval",12031,Human infections and non-human activity,1.0,1.0,0.0,2024
"FL, Escambia",12033,Human infections,3.0,2.0,4.0,2024
"FL, Hernando",12053,Non-human activity,0.0,0.0,0.0,2024
"FL, Hillsborough",12057,Non-human activity,0.0,0.0,0.0,2024
"FL, Indian River",12061,Non-human activity,0.0,0.0,0.0,2024
"FL, Leon",12073,Non-human activity,0.0,0.0,0.0,2024
"FL, Manatee",12081,Non-human activity,0.0,0.0,0.0,2024
"FL, Martin",12085,Non-human activity,0.0,0.0,0.0,2024
"FL, Miami-Dade",12086,Human infections,0.0,0.0,1.0,2024
"FL, Orange",12095,Non-human activity,0.0,0.0,0.0,2024
"FL, Palm Beach",12099,Non-human activity,0.0,0.0,0.0,2024
"FL, Pasco",12101,Non-human activity,0.0,0.0,0.0,2024
"FL, Pinellas",12103,Non-human activity,0.0,0.0,0.0,2024
"FL, Polk",12105,Non-human activity,0.0,0.0,0.0,2024
"FL, Putnam",12107,Non-human activity,0.0,0.0,0.0,2024
"FL, St Johns",12109,Human infections and non-human activity,0.0,0.0,1.0,2024
"FL, St Lucie",12111,Non-human activity,0.0,0.0,0.0,2024
"FL, Sarasota",12115,Non-human activity,0.0,0.0,0.0,2024
"FL, Seminole",12117,Non-human activity,0.0,0.0,0.0,2024
"FL, Sumter",12119,Non-human activity,0.0,0.0,0.0,2024
"FL, Volusia",12127,Non-human activity,0.0,0.0,0.0,2024
"FL, Walton",12131,Non-human activity,0.0,0.0,0.0,2024
"GA, Butts",13035,Human infections,0.0,0.0,1.0,2024
"GA, Chatham",13051,Human infections and non-human activity,1.0,1.0,0.0,2024
"GA, Columbia",13073,Human infections,1.0,1.0,0.0,2024
"GA, De Kalb",13089,Non-human activity,0.0,0.0,0.0,2024
"GA, Dougherty",13095,Human infections,1.0,1.0,0.0,2024
"GA, Emanuel",13107,Non-human activity,0.0,0.0,0.0,2024
"GA, Fulton",13121,Human infections and non-human activity,1.0,1.0,0.0,2024
"GA, Glynn",13127,Non-human activity,0.0,0.0,0.0,2024
"GA, Gwinnett",13135,Human infections,1.0,1.0,0.0,2024
"GA, Houston",13153,Human infections,2.0,2.0,0.0,2024
"GA, Lowndes",13185,Human infections and non-human activity,1.0,1.0,1.0,2024
"GA, Muscogee",13215,Human infections,1.0,1.0,0.0,2024
"GA, Rabun",13241,Human infections,0.0,0.0,1.0,2024
"GA, Richmond",13245,Human infections,1.0,1.0,0.0,2024
"GA, Sumter",13261,Non-human activity,0.0,0.0,0.0,2024
"GA, Washington",13303,Human infections,1.0,1.0,0.0,2024
"ID, Ada",16001,Human infections and non-human activity,2.0,2.0,0.0,2024
"ID, Bannock",16005,Non-human activity,0.0,0.0,0.0,2024
"ID, Bingham",16011,Non-human activity,0.0,0.0,0.0,2024
"ID, Canyon",16027,Non-human activity,0.0,0.0,0.0,2024
"ID, Cassia",16031,Non-human activity,0.0,0.0,0.0,2024
"ID, Elmore",16039,Non-human activity,0.0,0.0,0.0,2024
"ID, Franklin",16041,Human infections and non-human activity,2.0,1.0,1.0,2024
"ID, Gem",16045,Non-human activity,0.0,0.0,0.0,2024
"ID, Gooding",16047,Human infections,1.0,0.0,0.0,2024
"ID, Jerome",16053,Non-human activity,0.0,0.0,0.0,2024
"ID, Payette",16075,Non-human activity,0.0,0.0,0.0,2024
"ID, Twin Falls",16083,Human infections and non-human activity,3.0,2.0,0.0,2024
"ID, Washington",16087,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Bond",17005,Non-human activity,0.0,0.0,0.0,2024
"IL, Boone",17007,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Bureau",17011,Non-human activity,0.0,0.0,0.0,2024
"IL, Carroll",17015,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Champaign",17019,Non-human activity,0.0,0.0,0.0,2024
"IL, Christian",17021,Non-human activity,0.0,0.0,0.0,2024
"IL, Clay",17025,Non-human activity,0.0,0.0,0.0,2024
"IL, Clinton",17027,Non-human activity,0.0,0.0,0.0,2024
"IL, Coles",17029,Non-human activity,0.0,0.0,0.0,2024
"IL, Cook",17031,Human infections and non-human activity,77.0,60.0,0.0,2024
"IL, De Kalb",17037,Human infections and non-human activity,2.0,1.0,0.0,2024
"IL, Douglas",17041,Non-human activity,0.0,0.0,0.0,2024
"IL, Du Page",17043,Human infections and non-human activity,12.0,7.0,1.0,2024
"IL, Effingham",17049,Non-human activity,0.0,0.0,0.0,2024
"IL, Fayette",17051,Non-human activity,0.0,0.0,0.0,2024
"IL, Ford",17053,Non-human activity,0.0,0.0,0.0,2024
"IL, Franklin",17055,Human infections and non-human activity,2.0,2.0,0.0,2024
"IL, Fulton",17057,Non-human activity,0.0,0.0,0.0,2024
"IL, Gallatin",17059,Non-human activity,0.0,0.0,0.0,2024
"IL, Greene",17061,Non-human activity,0.0,0.0,0.0,2024
"IL, Grundy",17063,Non-human activity,0.0,0.0,0.0,2024
"IL, Hancock",17067,Non-human activity,0.0,0.0,0.0,2024
"IL, Henry",17073,Non-human activity,0.0,0.0,0.0,2024
"IL, Jackson",17077,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Jasper",17079,Non-human activity,0.0,0.0,0.0,2024
"IL, Jersey",17083,Non-human activity,0.0,0.0,0.0,2024
"IL, Kane",17089,Human infections and non-human activity,4.0,3.0,0.0,2024
"IL, Kankakee",17091,Non-human activity,0.0,0.0,0.0,2024
"IL, Kendall",17093,Non-human activity,0.0,0.0,0.0,2024
"IL, Knox",17095,Non-human activity,0.0,0.0,0.0,2024
"IL, Lake",17097,Human infections and non-human activity,10.0,5.0,0.0,2024
"IL, La Salle",17099,Non-human activity,0.0,0.0,0.0,2024
"IL, Lee",17103,Non-human activity,0.0,0.0,0.0,2024
"IL, Livingston",17105,Non-human activity,0.0,0.0,0.0,2024
"IL, Logan",17107,Non-human activity,0.0,0.0,0.0,2024
"IL, Mcdonough",17109,Non-human activity,0.0,0.0,0.0,2024
"IL, Mchenry",17111,Non-human activity,0.0,0.0,0.0,2024
"IL, Mclean",17113,Non-human activity,0.0,0.0,0.0,2024
"IL, Macon",17115,Non-human activity,0.0,0.0,0.0,2024
"IL, Macoupin",17117,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Madison",17119,Human infections and non-human activity,2.0,0.0,0.0,2024
"IL, Marshall",17123,Non-human activity,0.0,0.0,0.0,2024
"IL, Massac",17127,Non-human activity,0.0,0.0,0.0,2024
"IL, Menard",17129,Non-human activity,0.0,0.0,0.0,2024
"IL, Monroe",17133,Non-human activity,0.0,0.0,0.0,2024
"IL, Montgomery",17135,Non-human activity,0.0,0.0,0.0,2024
"IL, Morgan",17137,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Moultrie",17139,Non-human activity,0.0,0.0,0.0,2024
"IL, Ogle",17141,Non-human activity,0.0,0.0,0.0,2024
"IL, Peoria",17143,Human infections and non-human activity,2.0,2.0,0.0,2024
"IL, Pope",17151,Non-human activity,0.0,0.0,0.0,2024
"IL, Pulaski",17153,Non-human activity,0.0,0.0,0.0,2024
"IL, Putnam",17155,Non-human activity,0.0,0.0,0.0,2024
"IL, Randolph",17157,Non-human activity,0.0,0.0,0.0,2024
"IL, Rock Island",17161,Non-human activity,0.0,0.0,0.0,2024
"IL, St Clair",17163,Human infections and non-human activity,1.0,1.0,0.0,2024
